"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Oxygen, Dissolved as O2_mg/l","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Nitrogen, Total Oxidised as N_mg/l","BOD : 5 Day ATU_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","Nitrate as N_mg/l","Nitrite as N_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"96",1001,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",42485,2,"TQ",71180,35480,"TQ7118035480","GB106040018510",45,6.2,2.6,1,1.2,10,7,78,0,15,52.3,NA,NA,NA,"1995-01-01","1990-03-06","2009-09-29",33,FALSE,1,12302,"TEISE TRIB.(KILNDOWN)","TQ7118035480",421536,1,"",2002-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic Unknown Monitoring",416832,"2005-04-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,131,5.95,24,147.6,6.15,NA,NA,NA,NA,NA,NA,NA,16,84,5.25,2.26,2.26,100,9.28,12.18,76.19,20,149,7.45,NA,NA,NA,NA,3,0,28,41,68.29,24,147.6,6.15,"No",2002,10,"1E909265-2827-4CAA-BDA2-BB7852146638","SO-E0000678",0.26,15.04,NA,0.143666666666667,7.33666666666667,2.95666666666667,3.26666666666667,0.0011,61.4666666666667,NA,2.89333333333333,0.0637333333333333,NA,"1E909265-2827-4CAA-BDA2-BB7852146638",91,110,0,78,25,0,71,1,181,80,24,637,9,97
"97",1002,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",42511,2,"TQ",69090,48820,"TQ6909048820","GB106040018130",10,1.1,39.5,4,5.2,56.67,10,28,2,60,63.8,NA,NA,NA,"1995-01-01","1989-11-13","2015-10-14",30,FALSE,1,12316,"TEISE","TQ6909048820",351868,1,"",2002-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",344736,"2003-01-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,82,4.56,18,78.8,4.38,NA,NA,NA,NA,NA,NA,NA,11,50,4.55,1,1,100,4,8.14,49.14,16,106,6.63,NA,NA,NA,NA,3,0,14,37,37.84,18,80.1,4.45,"No",2002,10,"29417539-6FBD-42CC-B412-8FCE820A3E1F","SO-E0000629",0.306,15.64,NA,0.078,7.27,2.55666666666667,2.63333333333333,0.000366666666666667,81.9666666666667,18.7333333333333,2.52333333333333,0.0338333333333333,NA,"29417539-6FBD-42CC-B412-8FCE820A3E1F",41,90,1,3,21,0,25,0,50,75,24,306,5,46
"98",1007,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN BROOK",42528,2,"TQ",41812,44732,"TQ4181244732","GB106040018050",45,1.3,12.5,2,3.5,25,2,18,0,80,95.3,NA,NA,NA,"1995-01-01","1981-06-17","2013-10-09",23,FALSE,1,12374,"EDEN BROOK","TQ4181244732",349569,1,"",2002-09-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",342595,"2002-11-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,128,5.33,24,126.4,5.27,NA,NA,NA,NA,NA,NA,NA,18,77,4.28,2.13,2.13,100,6.51,11.37,57.26,22,146,6.64,NA,NA,NA,NA,4,0,19,48,39.58,24,126.6,5.28,"No",2002,9,"78DC473E-96B7-4602-AF11-D4DBC5909724","SO-E0000849",1.22933333333333,16.5733333333333,NA,0.417666666666667,7.41666666666667,4.83333333333333,2.2,0.00346666666666667,73.2333333333333,NA,4.73333333333333,0.0999,NA,"78DC473E-96B7-4602-AF11-D4DBC5909724",100,6,0,40,171,200,74,0,251,83,36,1128,8,245
"99",1017,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","WEST HOATHLY STREAM",42618,2,"TQ",37620,33710,"TQ3762033710","GB106040018070",80,10.6,1.3,1,1.2,14.17,7,54,0,38,71.2,NA,NA,NA,"1995-01-01","1990-03-29","2013-09-12",27,FALSE,1,12513,"WEST HOATHLY STREAM","TQ3762033710",354481,1,"",2002-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic Unknown Monitoring",348237,"2003-02-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,42,3.82,12,37.3,3.11,NA,NA,NA,NA,NA,NA,NA,6,19,3.17,NA,NA,NA,2,4.66,42.92,9,56,6.22,NA,NA,NA,NA,4,0,8,27,29.63,12,47.9,3.99,"No",2002,10,"90C7FCEB-13C8-4C5C-B9A2-B242A1318279","SO-E0001006",4.78,15.9333333333333,NA,0.117333333333333,6.96666666666667,19.6333333333333,1.93333333333333,0.0004,67.0333333333333,NA,19.5333333333333,0.0978,NA,"90C7FCEB-13C8-4C5C-B9A2-B242A1318279",415,1500,5,8,5,0,30,0,51,15,12,2029,2,35
"100",1067,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","CRANE BROOK",43072,2,"TQ",79740,37080,"TQ7974037080","GB106040018290",50,4.8,4,1,1.8,10,13,72,3,12,93.2,NA,NA,NA,"1995-01-01","1989-10-31","2015-10-07",33,FALSE,1,13010,"CRANE BROOK","TQ7974037080",352602,1,"",2002-09-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",345690,"2003-01-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,67,4.19,18,75.1,4.17,NA,NA,NA,NA,NA,NA,NA,11,43,3.91,1,1,100,4.51,7.18,62.81,14,95,6.79,NA,NA,NA,NA,3,0,14,33,42.42,18,76.1,4.23,"No",2002,9,"6DE0F859-6D07-4584-ABDC-C6A3BCE53759","SO-E0000597",0.081,14.645,NA,0.0495,7.35,3.68,2.65,0.00035,86.1,NA,3.655,0.02555,NA,"6DE0F859-6D07-4584-ABDC-C6A3BCE53759",99,650,4,100,15,0,50,0,211,53,18,1182,2,65
"101",1085,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",43326,2,"TQ",62920,38430,"TQ6292038430","GB106040018250",60,7.2,5.8,1,3.1,15,8,82,0,10,55.7,NA,NA,NA,"1995-01-01","1993-03-26","2013-09-16",26,FALSE,1,13233,"TEISE","TQ6292038430",421509,1,"",2002-11-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",416811,"2005-04-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,69,5.75,12,70.7,5.89,NA,NA,NA,NA,NA,NA,NA,8,37,4.63,NA,NA,NA,5.02,7.45,67.38,10,78,7.8,NA,NA,NA,NA,3,0,12,21,57.14,12,68.9,5.74,"No",2002,11,"44E6DAC1-CCBE-4CA0-B86B-36D99019813A","SO-E0000642",0.044,14.69,NA,0.056,8.58,2.29,2.8,0.0014,74.8,NA,2.26,0.0292,NA,"44E6DAC1-CCBE-4CA0-B86B-36D99019813A",50,30,0,51,41,2,70,0,80,10,12,334,5,111
"102",1095,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","WEST HOATHLY STREAM",43421,2,"TQ",37870,34400,"TQ3787034400","GB106040018070",80,2.7,2.1,1,1.9,30,2,33,2,63,66.4,NA,NA,NA,"1995-01-01","1990-07-31","2002-10-24",17,FALSE,1,13349,"WEST HOATHLY STREAM","TQ3787034400",353063,1,"",2002-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic Unknown Monitoring",346259,"2003-02-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,55,4.23,15,70.9,4.73,NA,NA,NA,NA,NA,NA,NA,7,30,4.29,1,1.37,72.99,4.01,6.18,64.89,11,78,7.09,NA,NA,NA,NA,4,0,13,28,46.43,15,71.3,4.75,"No",2002,10,"90C7FCEB-13C8-4C5C-B9A2-B242A1318279","SO-E0001005",2.58333333333333,14.0333333333333,NA,0.616,7.22666666666667,13.3,1.76666666666667,0.0068,63.2666666666667,NA,13.0333333333333,0.274866666666667,NA,"90C7FCEB-13C8-4C5C-B9A2-B242A1318279",311,40,0,10,2,0,30,1,41,25,15,460,3,33
"103",1135,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK TRIB.",43597,2,"TQ",49730,35700,"TQ4973035700","GB106040018370",45,2.8,8.1,1,4,13.33,33,52,7,8,30.3,NA,NA,NA,"1995-01-01","1981-06-17","2013-09-25",24,FALSE,1,13782,"PIPPINGFORD BROOK TRIB.","TQ4973035700",352468,1,"",2002-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",345499,"2003-01-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,149,6.21,26,172,6.62,NA,NA,NA,NA,NA,NA,NA,20,108,5.4,1.76,1.76,100,12.26,15.66,78.29,22,166,7.55,NA,NA,NA,NA,3,0,32,48,66.67,26,168.9,6.5,"No",2002,10,"C717669A-1CD8-4480-B066-8A1CB7C87A93","SO-E0000976",0.182,14.1666666666667,NA,0.222666666666667,6.42333333333333,2.74,1.8,0.000933333333333333,68.8,NA,2.70333333333333,0.0362,NA,"C717669A-1CD8-4480-B066-8A1CB7C87A93",80,100,20,53,141,0,34,15,54,105,37,603,12,190
"104",1142,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERHILL STREAM",43626,2,"TQ",59239,43026,"TQ5923943026","GB106040018410",45,6.1,3.2,1,3.5,21.67,12,77,3,8,88.5,NA,NA,NA,"1995-01-01","1992-10-23","2019-10-09",33,FALSE,1,13837,"SOMERHILL STREAM","TQ5923943026",350519,1,"",2002-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",343520,"2002-12-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",7,25,3.57,7,22.4,3.2,NA,NA,NA,NA,NA,NA,NA,3,14,4.67,1.5,1.5,100,3.75,4.74,79.11,6,44,7.33,NA,NA,NA,NA,4,0,11,23,47.83,7,27.5,3.93,"No",2002,9,"027B6F16-4594-4D06-B172-3316B9972785","SO-E0000770",3.83333333333333,16.2233333333333,NA,0.284,7.28666666666667,16.2,3.16666666666667,0.00146666666666667,76.6333333333333,NA,16.0666666666667,0.1305,NA,"027B6F16-4594-4D06-B172-3316B9972785",1108,1600,0,0,0,0,400,0,500,0,7,3608,1,400
"105",1151,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT",43671,2,"TQ",78200,46750,"TQ7820046750","GB106040018270",15,0.6,26.3,4,1.7,21.67,5,8,0,87,136.5,NA,NA,NA,"1995-01-01","1990-03-06","2008-11-19",27,FALSE,1,13932,"BEULT","TQ7820046750",352466,1,"",2002-09-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",345493,"2003-01-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,133,4.75,32,149.4,4.67,NA,NA,NA,NA,NA,NA,NA,24,102,4.25,1,1,100,5.51,12.33,44.69,29,182,6.28,NA,NA,NA,NA,3,0,16,58,27.59,32,147.9,4.62,"No",2002,9,"435C9905-F2CD-4FAB-9CF5-3865524908DA","SO-E0000536",1.18,20.43,NA,0.0795,7.69,3.325,4.35,0.00145,62.05,NA,3.235,0.0877,NA,"435C9905-F2CD-4FAB-9CF5-3865524908DA",47,122,32,27,35,17,71,0,34,57,35,457,5,106
"106",1161,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","HILDEN BROOK",43733,2,"TQ",58500,47360,"TQ5850047360","GB106040018170",25,2.3,8.1,1,2.3,11.67,17,65,13,5,137.8,NA,NA,NA,"1995-01-01","1981-06-18","2014-10-21",34,FALSE,1,14030,"HILDEN BROOK","TQ5850047360",350295,1,"",2002-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",343281,"2002-09-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,105,4.77,23,103.2,4.49,NA,NA,NA,NA,NA,NA,NA,15,50,3.33,0.63,0.63,100,3.27,7.16,45.67,21,133,6.33,NA,NA,NA,NA,3,0,11,39,28.21,23,105.7,4.6,"No",2002,9,"D41AF843-DF2B-4B78-BFF5-089E10729447","SO-E0000784",0.173666666666667,14.7266666666667,NA,0.138333333333333,8.25666666666667,1.24,2.63333333333333,0.00193333333333333,60.1,NA,1.19666666666667,0.0451666666666667,NA,"D41AF843-DF2B-4B78-BFF5-089E10729447",51,60,1,41,12,0,4,0,23,120,24,416,5,16
"107",1162,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","LOOSE STREAM",43739,2,"TQ",75500,52370,"TQ7550052370","GB106040018420",45,10.3,5.7,1,5.7,33.33,0,13,30,57,228.9,NA,NA,NA,"1995-01-01","1995-04-24","2010-10-19",16,FALSE,1,14044,"LOOSE STREAM","TQ7550052370",353218,1,"",2002-09-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",346471,"2002-09-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,73,4.87,19,88.3,4.65,NA,NA,NA,NA,NA,NA,NA,12,56,4.67,1.63,2,81.5,4.51,7.16,62.99,13,91,7,NA,NA,NA,NA,5,0,16,34,47.06,19,93.1,4.9,"No",2002,9,"07D00F07-E828-4FCC-9BF9-962EE27DD612","SO-E0000519",0.497666666666667,13.26,NA,0.155333333333333,7.83333333333333,12.1,1.53333333333333,0.00226666666666667,94.1333333333333,NA,12.0666666666667,0.0408,NA,"07D00F07-E828-4FCC-9BF9-962EE27DD612",1063,125,0,0,12,0,95,0,1030,150,21,2489,5,107
"108",1181,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",43809,2,"TQ",86400,52150,"TQ8640052150","GB106040018430",75,8,3.5,1,2.2,14,7,37,42,15,239.6,NA,NA,NA,"1995-01-01","1994-05-09","2021-11-18",27,FALSE,1,14331,"LEN","TQ8640052150",352702,1,"",2002-09-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",345829,"2003-01-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,87,4.83,18,95.5,5.31,NA,NA,NA,NA,NA,NA,NA,13,62,4.77,1.76,1.76,100,8.01,10.45,76.65,16,118,7.38,NA,NA,NA,NA,4,0,24,41,58.54,18,93.8,5.21,"No",2002,9,"E86F22D1-AC92-4384-A3A6-C5EE5DA13A3F","SO-E0000494",0.488,15.72,NA,0.118,7.475,5.945,3.2,0.0008,87.1,NA,5.865,0.0762,NA,"E86F22D1-AC92-4384-A3A6-C5EE5DA13A3F",197,2400,12,62,133,0,430,0,27,51,20,3313,5,563
"109",1206,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","RIVER: Natural/semi-natural flowing fresh watercourse","CRAY",44031,2,"TQ",47760,71290,"TQ4776071290","GB106040023990",25,7.7,5.1,1,6.5,30,5,70,8,17,235,NA,NA,NA,"1995-01-01","1985-01-08","2015-10-06",54,FALSE,1,14579,"CRAY","TQ4776071290",350296,1,"",2002-10-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",343280,"2002-11-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,102,4.86,23,117.6,5.11,NA,NA,NA,NA,NA,NA,NA,14,71,5.07,1,1,100,7.54,10.5,71.81,20,144,7.2,NA,NA,NA,NA,2,0,23,44,52.27,23,112.9,4.91,"No",2002,10,"41FADB30-6267-47F4-9695-7DFB73DC32B6","SO-E0000150",0.042,16.815,NA,0.059,7.6,4.655,2.05,0.00075,94.6,4,4.585,0.0664,NA,"41FADB30-6267-47F4-9695-7DFB73DC32B6",12,506,21,1,58,0,41,0,19,50,29,710,7,99
"110",1228,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",44290,2,"TQ",71228,36658,"TQ7122836658","GB106040018510",35,3.8,6.4,1,1.6,16.67,40,48,0,12,60.3,NA,NA,NA,"1995-01-01","1990-03-06","2015-10-08",40,FALSE,1,14853,"TEISE TRIB.(KILNDOWN)","TQ7122836658",351874,1,"",2002-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",344744,"2003-01-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,108,5.68,19,112.4,5.92,NA,NA,NA,NA,NA,NA,NA,10,60,6,2.26,2.26,100,8.52,10.22,83.37,17,126,7.41,NA,NA,NA,NA,3,0,22,30,73.33,19,109.6,5.77,"No",2002,10,"CFDD6E26-17AB-48B5-9573-8C68A34795E1","SO-E0000677",0.202333333333333,14.4833333333333,NA,0.0676666666666667,7.33666666666667,2.42333333333333,2.06666666666667,0.000566666666666667,63.1333333333333,NA,2.4,0.0247333333333333,NA,"CFDD6E26-17AB-48B5-9573-8C68A34795E1",30,25,0,40,63,0,46,0,70,15,23,289,9,109
"111",1232,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK",44303,2,"TQ",47800,34360,"TQ4780034360","GB106040018360",55,3.7,11.5,1,3,51.67,5,15,20,60,23.6,NA,NA,NA,"1995-01-01","1990-11-02","2014-10-29",24,FALSE,1,14899,"PIPPINGFORD BROOK","TQ4780034360",350780,1,"",2002-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",343619,"2002-12-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,115,5.75,23,134.8,5.86,NA,NA,NA,NA,NA,NA,NA,17,72,4.24,0.63,0.63,100,3.74,6.92,54.05,19,127,6.68,NA,NA,NA,NA,4,0,13,36,36.11,23,135.8,5.9,"No",2002,10,"F0C493E4-698D-4822-9536-96DFD7F86FCF","SO-E0000970",0.071,15.34,NA,0.0463333333333333,6.91666666666667,0.366666666666667,1.2,0.000166666666666667,61.6,NA,0.36,0.00686666666666667,NA,"F0C493E4-698D-4822-9536-96DFD7F86FCF",101,101,0,7,50,0,25,28,49,31,24,393,9,103
"112",1237,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",44308,2,"TQ",46024,45955,"TQ4602445955","GB106040018160",35,0.8,21.2,4,5.3,48.33,3,30,20,47,114.8,NA,NA,NA,"1995-01-01","1981-06-17","2017-09-14",36,FALSE,1,14949,"EDEN (KENT)","TQ4602445955",350048,1,"",2002-09-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",343070,"2002-11-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,137,5.27,27,133.8,4.96,1,2,2,1,5,5,10,17,80,4.71,1,1,100,7.27,12.86,56.53,25,172,6.88,1,6,6,NA,3,0,22,52,42.31,27,133.4,4.94,"No",2002,9,"2A0DD66C-0898-4718-8CA5-935571AF1C87","SO-E0000811",1.35266666666667,15.7966666666667,NA,0.098,7.36666666666667,6.54,2.83333333333333,0.000533333333333333,85.6,NA,6.5,0.0434,NA,"2A0DD66C-0898-4718-8CA5-935571AF1C87",55,75,0,103,169,15,64,0,120,55,34,666,9,233
"113",1243,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",44326,2,"TQ",37880,34520,"TQ3788034520","GB106040018070",75,3.3,6.7,1,4.7,73.33,0,3,0,97,71.8,NA,NA,NA,"1995-01-01","1980-06-06","2002-10-24",16,FALSE,1,14996,"MEDWAY","TQ3788034520",351646,1,"",2002-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",344501,"2002-12-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,113,5.14,22,106.1,4.82,NA,NA,NA,NA,NA,NA,NA,12,48,4,0.63,0.63,100,2.02,4.45,45.39,20,133,6.65,NA,NA,NA,NA,4,0,13,34,38.24,22,111.3,5.06,"No",2002,10,"0E5568D4-E0B8-4D6F-8B27-753C6F508FFC","SO-E0000422",0.035,20.2066666666667,NA,0.0963333333333333,7.72,0.77,3.36666666666667,0.00193333333333333,65.1166666666667,11.9333333333333,0.736666666666667,0.0331333333333333,NA,"0E5568D4-E0B8-4D6F-8B27-753C6F508FFC",205,30,0,1,18,0,1,1,502,35,22,796,7,20
"114",1787,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","SEVEN KINGS WATER",80996,1,"TQ",46600,89500,"TQ4660089500","GB106037028170",20,2,4.87,1,2,20,0,80,10,10,210,NA,NA,NA,"2012-10-04","2002-03-20","2021-05-07",23,FALSE,1,19899,"SEVEN KINGS WATER","TQ4660089500",350464,1,"",2002-11-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",349838,"2003-03-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,89,4.68,20,86.9,4.35,NA,NA,NA,NA,NA,NA,NA,12,43,3.58,NA,NA,NA,3.51,8.16,43.01,17,108,6.35,NA,NA,NA,NA,3,0,10,36,27.78,20,87.5,4.38,"No",2002,11,"A2BF51C4-C4A4-45B5-A0AD-A36E22B8FA13","TH-PRGR0131",NA,NA,NA,0.618666666666667,8.53666666666667,NA,NA,NA,NA,NA,NA,NA,NA,"A2BF51C4-C4A4-45B5-A0AD-A36E22B8FA13",43,14,11,3,23,2,12,0,16,81,21,206,4,35
