"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Oxygen, Dissolved as O2_mg/l","Nitrate as N_mg/l","pH_phunits","Nitrite as N_mg/l","Ammoniacal Nitrogen as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"112",951,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2021-09-02",79,TRUE,1,11831,"EDEN (KENT)","TQ5206443767",669806,1,"",2013-09-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",653788,"2013-09-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,114,5.7,22,131.9,6,17,30,1.76,5,5,5,8.82,19,110,5.79,15.88,19.31,82.24,12,15.14,79.26,19,144,7.58,23,179,7.78,33,51,64.71,28,43,65.12,22,131.5,5.98,"No",2013,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",0.575,17.4,9.99,4.375,8.5,0.03195,0.03,4.405,0.000795,103.65,20.165,3.83,0.751,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",19,20,0,25,248,0,58,2,257,85,35,749,12,308
"113",1002,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",42511,2,"TQ",69090,48820,"TQ6909048820","GB106040018130",10,1.1,39.5,4,5.2,56.67,10,28,2,60,63.8,NA,NA,NA,"1995-01-01","1989-11-13","2015-10-14",30,FALSE,1,12322,"TEISE","TQ6909048820",680293,1,"",2013-11-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664688,"2014-01-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,110,5,24,119,4.96,16,20,1.25,3,5,5,6.25,17,72,4.24,7,12.88,54.35,4.51,8.67,52.02,20,131,6.55,22,147,6.68,10,42,23.81,16,46,34.78,24,117,4.88,"No",2013,11,"29417539-6FBD-42CC-B412-8FCE820A3E1F","SO-E0000629",0.131,19.05,8.335,1.86,7.63,0.0195,0.03,1.87,0.00047,89.95,3.7,NA,NA,"29417539-6FBD-42CC-B412-8FCE820A3E1F",34,68,0,16,64,2,18,0,115,21,37,341,10,82
"114",1017,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","WEST HOATHLY STREAM",42618,2,"TQ",37620,33710,"TQ3762033710","GB106040018070",80,10.6,1.3,1,1.2,14.17,7,54,0,38,71.2,NA,NA,NA,"1995-01-01","1990-03-29","2013-09-12",27,FALSE,1,12521,"WEST HOATHLY STREAM","TQ3762033710",671586,1,"",2013-09-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",654182,"2013-09-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,58,4.14,14,62.6,4.47,3,3,1,1,3,3,3,9,35,3.89,1.5,1.74,86.21,2.75,4.46,61.66,12,79,6.58,3,21,7,2,7,28.57,9,23,39.13,14,62.1,4.44,"No",2013,9,"90C7FCEB-13C8-4C5C-B9A2-B242A1318279","SO-E0001006",NA,NA,NA,22.7,NA,0.2065,NA,22.9,NA,NA,NA,NA,NA,"90C7FCEB-13C8-4C5C-B9A2-B242A1318279",88,56,0,6,6,0,18,0,66,10,15,251,2,24
"115",1068,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","CRANE BROOK",43073,2,"TQ",82090,38200,"TQ8209038200","GB106040018290",35,2.3,6.9,1,4,16.67,7,68,0,25,78.3,NA,NA,NA,"1995-01-01","1990-03-22","2015-10-07",30,FALSE,1,13029,"CRANE BROOK","TQ8209038200",674693,1,"",2013-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",659567,"2013-11-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,102,5.37,19,108.2,5.69,11,12,1.09,1,5,5,5.45,14,76,5.43,11.76,14.7,80,8.26,11.15,74.08,17,124,7.29,17,132,7.76,25,40,62.5,21,34,61.76,19,106.7,5.62,"No",2013,10,"27774CF2-115B-43B5-8E0E-2368305AA3C9","SO-E0000596",0.408,14.6,7.92,4.34,7.56,0.0262,0.056,4.37,0.00053,78.1,NA,NA,NA,"27774CF2-115B-43B5-8E0E-2368305AA3C9",51,51,0,211,158,0,1,0,33,105,25,610,10,159
"116",1135,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK TRIB.",43597,2,"TQ",49730,35700,"TQ4973035700","GB106040018370",45,2.8,8.1,1,4,13.33,33,52,7,8,30.3,NA,NA,NA,"1995-01-01","1981-06-17","2013-09-25",24,FALSE,1,13795,"PIPPINGFORD BROOK TRIB.","TQ4973035700",672535,1,"",2013-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",654655,"2013-09-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,138,6.57,21,142.5,6.79,4,4,1,1,5,5,5,17,110,6.47,3,3.86,77.72,10.25,11.7,87.61,19,147,7.74,5,40,8,4,9,44.44,26,33,78.79,21,143.7,6.84,"No",2013,9,"C717669A-1CD8-4480-B066-8A1CB7C87A93","SO-E0000976",0.269,14.4,8.83,2.57,7.42,0.0074,0.03,2.58,0.0002,86.7,NA,NA,NA,"C717669A-1CD8-4480-B066-8A1CB7C87A93",17,20,0,33,22,0,18,9,16,7,24,146,12,49
"117",1170,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","TUDELEY BROOK",43783,2,"TQ",65230,43802,"TQ6523043802","GB106040018120",30,7.4,4,1,2.3,11.67,2,90,0,8,66.7,NA,NA,NA,"1995-01-01","1990-03-09","2016-10-05",24,FALSE,1,14132,"TUDELEY BROOK","TQ6523043802",670045,1,"",2013-09-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",659160,"2013-09-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,78,4.59,18,95,5.28,NA,NA,NA,NA,NA,NA,NA,13,71,5.46,2,2.37,84.39,8.52,9.98,85.37,15,116,7.73,NA,NA,NA,NA,3,0,22,35,62.86,18,95,5.28,"No",2013,9,"08B547AC-40EE-46C7-A92E-D1A7EEF040F5","SO-E0000719",2,14.7,8.91,10.8,7.62,0.0203,0.102,10.8,0.00111,88,NA,NA,NA,"08B547AC-40EE-46C7-A92E-D1A7EEF040F5",34,452,1,36,17,0,58,0,223,6,18,827,4,75
"118",1181,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",43809,2,"TQ",86400,52150,"TQ8640052150","GB106040018430",75,8,3.5,1,2.2,14,7,37,42,15,239.6,NA,NA,NA,"1995-01-01","1994-05-09","2021-11-18",27,FALSE,1,14344,"LEN","TQ8640052150",669928,1,"",2013-09-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",654330,"2013-09-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,66,4.71,15,74,4.93,11,14,1.27,3,3,3,3.82,12,66,5.5,7.5,13.01,57.65,5.75,10.57,54.4,12,90,7.5,14,106,7.57,14,31,45.16,16,34,47.06,15,76.1,5.07,"No",2013,9,"E86F22D1-AC92-4384-A3A6-C5EE5DA13A3F","SO-E0000494",0.052,18.3,7.91,5.61,8.18,0.0764,0.03,5.845,0.001,84.3,31.6,5.03,NA,"E86F22D1-AC92-4384-A3A6-C5EE5DA13A3F",43,401,0,17,55,0,15,0,166,1202,21,1902,4,70
"119",1206,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","DARENT","RIVER: Natural/semi-natural flowing fresh watercourse","CRAY",44031,2,"TQ",47760,71290,"TQ4776071290","GB106040023990",25,7.7,5.1,1,6.5,30,5,70,8,17,235,NA,NA,NA,"1995-01-01","1985-01-08","2015-10-06",54,FALSE,1,14601,"CRAY","TQ4776071290",671187,1,"",2013-09-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",662874,"2013-12-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,75,5,15,75.2,5.01,2,2,1,1,3,3,3,9,46,5.11,2,2,100,5.01,6.95,72.09,13,97,7.46,5,38,7.6,5,10,50,17,29,58.62,15,73.9,4.93,"No",2013,9,"41FADB30-6267-47F4-9695-7DFB73DC32B6","SO-E0000150",0.028,14.9,10.1,4.54,8.1,0.0425,0.046,4.58,0.0012,100,NA,NA,NA,"41FADB30-6267-47F4-9695-7DFB73DC32B6",12,1940,0,20,10,0,45,0,69,21,19,2117,5,55
"120",1227,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",44286,2,"TQ",71233,38453,"TQ7123338453","GB106040018260",30,1.8,24.8,4,5.3,40,43,43,5,8,53.5,NA,NA,NA,"1995-01-01","1981-06-18","2021-10-19",47,FALSE,1,14846,"TEISE","TQ7123338453",674676,1,"",2013-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664739,"2013-10-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,67,5.15,14,90.2,6.44,10,10,1,1,3,3,3,10,60,6,10.5,10.74,97.77,10.52,10.53,99.91,11,92,8.36,12,98,8.17,28,35,80,23,27,85.19,14,86.7,6.19,"No",2013,10,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90","SO-E0000637",0.053,14.1,9.92666666666667,1.54,7.87,0.0150333333333333,0.0333333333333333,1.55,0.000616666666666667,96.8333333333333,8.46666666666667,NA,NA,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90",24,19,0,221,178,0,36,0,66,22,25,566,8,214
"121",1228,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",44290,2,"TQ",71228,36658,"TQ7122836658","GB106040018510",35,3.8,6.4,1,1.6,16.67,40,48,0,12,60.3,NA,NA,NA,"1995-01-01","1990-03-06","2015-10-08",40,FALSE,1,14869,"TEISE TRIB.(KILNDOWN)","TQ7122836658",671562,1,"",2013-09-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",654362,"2013-09-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,143,5.5,28,159.7,5.7,3,3,1,1,5,5,5,19,99,5.21,3.5,4.24,82.55,5.27,8.17,64.5,25,173,6.92,5,40,8,6,11,54.55,22,38,57.89,28,163.8,5.85,"No",2013,9,"CFDD6E26-17AB-48B5-9573-8C68A34795E1","SO-E0000677",0.697,18.25,5.865,3.965,7.375,0.0678,0.065,4.035,0.00055,62.45,NA,NA,NA,"CFDD6E26-17AB-48B5-9573-8C68A34795E1",48,25,0,9,32,0,8,1,51,22,31,204,11,41
"122",1232,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK",44303,2,"TQ",47800,34360,"TQ4780034360","GB106040018360",55,3.7,11.5,1,3,51.67,5,15,20,60,23.6,NA,NA,NA,"1995-01-01","1990-11-02","2014-10-29",24,FALSE,1,14908,"PIPPINGFORD BROOK","TQ4780034360",677421,1,"",2013-10-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",658100,"2013-10-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,68,5.67,14,74.2,5.3,NA,NA,NA,NA,NA,NA,NA,8,37,4.63,NA,NA,NA,0.5,2.94,17.01,11,75,6.82,NA,NA,NA,NA,3,0,6,19,31.58,14,76.2,5.44,"No",2013,10,"F0C493E4-698D-4822-9536-96DFD7F86FCF","SO-E0000970",0.0785,14.6,7.295,0.256,7.035,0.004,0.0405,0.26,0.000115,71.9,NA,NA,NA,"F0C493E4-698D-4822-9536-96DFD7F86FCF",40,100,0,1,9,1,3,3,74,8,14,242,5,15
"123",1234,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",44305,2,"TQ",51930,37420,"TQ5193037420","GB106040018400",40,1.3,7.2,1,2.7,30,5,68,0,27,78.8,NA,NA,NA,"1995-01-01","1981-06-17","2018-10-01",61,FALSE,1,14923,"GROM","TQ5193037420",672326,1,"",2013-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",657194,"2013-10-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,76,5.07,17,87.3,5.14,NA,NA,NA,NA,NA,NA,NA,13,62,4.77,1.5,1.5,100,5.51,9.64,57.16,14,100,7.14,NA,NA,NA,NA,3,0,15,30,50,17,90.6,5.33,"No",2013,9,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000936",NA,NA,NA,NA,7.41,NA,NA,NA,NA,NA,NA,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",10,20,0,6,40,80,4,0,181,110,17,451,4,44
"124",1238,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",44312,2,"TQ",54720,45270,"TQ5472045270","GB106040018182",25,0.9,37,6,11.7,150,0,0,0,100,79.6,NA,NA,NA,"1995-01-01","1973-04-04","2014-10-28",14,FALSE,1,14969,"MEDWAY","TQ5472045270",670495,1,"",2013-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",654288,"2013-09-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,109,5.19,24,117.9,4.91,1,8,8,10,5,10,80,20,98,4.9,1.5,1.5,100,2,7.61,26.28,21,132,6.29,1,7,7,NA,2,0,8,33,24.24,24,119,4.96,"No",2013,9,"EEB880EA-AEF1-4858-A298-5E0D874ED5F0","SO-E0000403",NA,18,8.365,NA,7.815,0.01805,0.0315,NA,0.000685,88.35,12.3,NA,NA,"EEB880EA-AEF1-4858-A298-5E0D874ED5F0",6,20,0,5,27,21,8,0,52,95,29,331,6,35
"125",1245,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",44329,2,"TQ",47950,36370,"TQ4795036370","GB106040018070",45,1.6,19.4,3,3.2,18.33,2,87,0,12,58.8,NA,NA,NA,"1995-01-01","1976-11-23","2014-10-06",36,FALSE,1,15033,"MEDWAY","TQ4795036370",672155,1,"",2013-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",659163,"2013-09-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,110,6.11,18,117.8,6.54,NA,NA,NA,NA,NA,NA,NA,12,78,6.5,2,2,100,11.26,12.71,88.59,16,136,8.5,NA,NA,NA,NA,3,0,30,37,81.08,18,113.8,6.32,"No",2013,9,"DE423D6C-B967-4DDD-B8D2-D146B8310A96","SO-E0000415",0.358,16.6,8.93,2.53,7.71,0.0177,0.031,2.55,0.00048,91.9,NA,NA,NA,"DE423D6C-B967-4DDD-B8D2-D146B8310A96",12,349,0,20,102,0,176,2,65,19,18,745,8,280
"126",1893,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","ODNEY WEIR STREAM",82437,1,"SU",90150,85330,"SU9015085330","GB106039023231",27,0.3,186.48,8,8.5,15.7,0,72,24,4,217,NA,NA,NA,"2012-10-04","2002-05-31","2022-10-17",38,FALSE,1,20373,"ODNEY WEIR STREAM","SU9015085330",672487,1,"",2013-09-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",658676,"2013-11-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,137,6.23,25,152.8,6.11,22,60,2.73,12,5,12,32.73,21,117,5.57,16.14,21.54,74.93,12.46,18.03,69.11,22,163,7.41,25,197,7.88,30,54,55.56,25,47,53.19,25,150.1,6,"No",2013,9,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",0.15,18.4333333333333,8.36333333333333,6.38,8.18,0.0319333333333333,0.0463333333333333,6.42,0.00161,89.1666666666667,8.54,1.43,NA,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",126,77,26,106,212,1,339,0,69,437,34,1608,11,551
"127",2139,"THAMES - WEST","THAMES","AMPNEY BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","AMPNEY BROOK",96883,1,"SP",7324,1662,"SP0732401662","GB106039030300",94,2,1.5,2,6.4,42.8,2,49,26,23,202,NA,NA,NA,"2011-01-01","2003-05-06","2022-09-21",36,FALSE,1,21208,"AMPNEY BROOK","SP0732401662",674800,1,"",2013-10-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",659479,"2013-11-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,155,5.54,32,164.2,5.13,29,54,1.86,5,7,7,13.03,20,95,4.75,14.5,21.86,66.33,8.56,13.19,64.9,28,194,6.93,34,244,7.18,29,65,44.62,31,60,51.67,32,164.9,5.15,"No",2013,10,"D02928A7-3A6A-4FE1-9FDB-505CC2D40C6A","TH-PUTR0175",NA,15.7,7.695,NA,7.62,0.0171,0.032,NA,0.000375,77.6,8.35,NA,NA,"D02928A7-3A6A-4FE1-9FDB-505CC2D40C6A",77,27,3,25,1367,0,33,0,195,802,45,2546,16,1400
"128",2609,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHERWELL",150067,1,"SP",47309,46799,"SP4730946799","GB106039037350",100,1.4,20.77,2,5.9,41.2,14,59,10,17,160,NA,NA,NA,"2013-02-01","2005-08-11","2013-11-29",11,FALSE,1,22473,"CHERWELL","SP4730946799",683369,1,"",2013-11-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664483,"2013-12-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,82,5.47,15,80.4,5.36,12,22,1.83,5,3,5,9.17,11,55,5,1,5.02,19.92,1.51,4.9,30.82,13,88,6.77,17,119,7,4,29,13.79,6,22,27.27,15,80.5,5.37,"No",2013,11,"ADB714DC-FF5F-40DD-A92B-538DE27A5352","TH-PCHR0267",0.2445,17.1,6.925,5.505,8.005,0.0384,0.046,5.54,0.001315,71.75,NA,NA,NA,"ADB714DC-FF5F-40DD-A92B-538DE27A5352",15,9,0,40,15,4,29,0,42,33,21,188,7,44
"129",2740,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","CROWBOROUGH GHYLL",153643,1,"TQ",54108,29851,"TQ5410829851","GB106040013360",100,17.5,4,2,4,8.8,47,47,3,3,64,NA,NA,NA,"2012-10-04","2013-04-10","2015-11-13",4,FALSE,1,22800,"CROWBOROUGH GHYLL","TQ5410829851",670614,1,"",2013-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",656828,"2013-10-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,116,5.8,21,129,6.14,NA,NA,NA,NA,NA,NA,NA,13,79,6.08,1.5,1.5,100,9.77,10.73,91.05,18,140,7.78,NA,NA,NA,NA,3,0,28,35,80,21,133.1,6.34,"No",2013,9,"5B8C42D4-59A7-4622-84E4-AFB90523E572","SO-E0004842",0.0226666666666667,12.375,9.98333333333333,1.96666666666667,7.875,0.0201666666666667,0.0476666666666667,1.98666666666667,0.00071,93.0666666666667,NA,NA,NA,"5B8C42D4-59A7-4622-84E4-AFB90523E572",50,100,0,84,19,0,10,53,134,38,21,488,10,82
"130",2741,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","ERIDGE STREAM",153644,1,"TQ",55838,31986,"TQ5583831986","GB106040013370",70,6,7,2,2.8,10,10,70,12,8,64,NA,NA,NA,"2012-10-04","2013-05-01","2014-09-04",4,FALSE,1,22804,"ERIDGE STREAM","TQ5583831986",672620,1,"",2013-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",654986,"2013-10-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,93,5.81,17,99,5.82,1,1,1,1,3,3,3,12,60,5,1.5,1.5,100,5.48,7.19,76.22,14,106,7.57,1,8,8,1,4,25,17,26,65.38,17,102.4,6.02,"No",2013,9,"95EB2E8C-44D9-4418-BEC1-C935C228D0AC","SO-E0004843",0.118,13,6.64,0.751,6.67,0.004,0.061,0.755,0.000065,63.2,NA,NA,NA,"95EB2E8C-44D9-4418-BEC1-C935C228D0AC",60,100,0,13,8,0,14,40,31,3,19,270,7,62
