"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Nitrogen, Total Oxidised as N_mg/l","Nitrite as N_mg/l","Temperature of Water_cel","pH_phunits","Nitrate as N_mg/l","Oxygen, Dissolved as O2_mg/l","Ammonia un-ionised as N_mg/l","Ammoniacal Nitrogen as N_mg/l","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"14",496,"THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","GADE",34312,1,"TL",4128,10065,"TL0412810065","GB106039029900",97,6,5.51,1,4,23.33,8,54,20,18,257,NA,NA,NA,"1995-01-01","1983-01-06","2020-10-06",75,FALSE,1,5534,"GADE","TL0412810065",615035,1,"",2010-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",604964,"2010-10-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,101,5.32,24,118.1,4.92,23,33,1.43,5,5,5,7.17,17,85,5,11.52,15.81,72.87,6.54,9.46,69.13,20,140,7,24,173,7.21,24,52,46.15,22,45,48.89,24,126.5,5.27,"No",2010,10,"9E7A03F5-BC32-4D35-A173-C7AC05E6A275","TH-PCNR0059",NA,0.0516,15.4233333333333,7.79,NA,15.1333333333333,0.000856666666666667,0.0476666666666667,151.433333333333,NA,3.99,2.73333333333333,NA,NA,"9E7A03F5-BC32-4D35-A173-C7AC05E6A275",401,903,2,7,274,0,5,0,205,124,32,1929,12,279
"15",514,"THAMES - NORTH EAST","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","RIB",34344,1,"TL",37056,27494,"TL3705627494","GB106038040140",80,2.5,11.59,1,3.7,10,12,77,4,6,272,NA,NA,NA,"1995-01-01","1983-08-09","2019-10-14",40,FALSE,1,5837,"RIB","TL3705627494",623740,1,"",2010-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",617342,"2010-10-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,65,4.64,14,65.2,4.66,11,21,1.91,5,3,5,9.55,8,39,4.88,6.63,8.22,80.66,3.76,4.96,75.81,12,85,7.08,14,101,7.21,13,24,54.17,13,23,56.52,14,68.2,4.87,"No",2010,10,"2DE0D7E4-376C-49EA-A6C0-1C1EA96498F5","TH-PLER0126",14.1,0.0199,12.09,7.57,14.1,7.94,0.00024,0.03,74,1.41,NA,NA,NA,NA,"2DE0D7E4-376C-49EA-A6C0-1C1EA96498F5",12,36,0,6,13,0,38,0,10,13,17,128,8,51
"16",518,"THAMES - NORTH EAST","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","QUIN",34348,1,"TL",39165,24801,"TL3916524801","GB106038040120",68,2.2,13.9,1,3.8,11,15,75,8,2,268,NA,NA,NA,"1995-01-01","1983-08-09","2020-10-27",39,FALSE,1,5930,"QUIN","TL3916524801",616520,1,"",2010-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",605722,"2010-11-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,147,5.65,30,168.9,5.63,NA,NA,NA,NA,NA,NA,NA,23,110,4.78,2.63,3.12,84.29,7.29,11.18,65.21,25,181,7.24,NA,NA,NA,NA,3,0,28,49,57.14,30,169.5,5.65,"No",2010,11,"A0CFA4B5-08E1-4829-A318-29513651F8CE","TH-PLER0118",9.63,0.0462,11.97,7.77333333333333,9.58666666666667,10.7833333333333,0.000576666666666667,0.0436666666666667,100,0.0293333333333333,3.52,NA,NA,NA,"A0CFA4B5-08E1-4829-A318-29513651F8CE",28,307,1,10,40,0,123,0,150,82,33,791,11,163
"17",521,"THAMES - NORTH EAST","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","RODING",34352,1,"TL",56104,4058,"TL5610404058","GB106037033500",41,1.3,28.73,1,4,18.33,3,52,18,27,250,NA,NA,NA,"1995-01-01","1979-08-06","2020-11-12",52,FALSE,1,5971,"RODING","TL5610404058",617220,1,"",2010-11-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",607175,"2010-12-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,55,4.58,14,62,4.43,6,8,1.33,1,3,3,4,8,39,4.88,5.5,6.48,84.88,3.75,4.99,75.15,12,88,7.33,11,79,7.18,9,21,42.86,16,27,59.26,14,64,4.57,"No",2010,11,"BDCA7815-CF98-411C-9D3C-AA12F6AD78A7","TH-PRGR0028",0.885,0.017,16.5,7.83,0.868,7.54,0.00087,0.0445,77.5,0.247,8.55,NA,NA,NA,"BDCA7815-CF98-411C-9D3C-AA12F6AD78A7",201,601,0,0,21,0,2,0,98,12,16,935,4,23
"18",525,"THAMES - NORTH EAST","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",34359,1,"TL",42420,16910,"TL4242016910","GB106038033290",48,2.1,18.73,1,5,12.33,12,73,8,6,274,NA,NA,NA,"1995-01-01","1979-09-10","2020-11-18",78,FALSE,1,6051,"ASH (LEE)","TL4242016910",616537,2,"",2010-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",619277,"2010-11-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",30,161,5.37,32,167.6,5.24,28,44,1.57,5,7,7,11,23,115,5,15.4,22.88,67.31,8.04,13.41,59.96,30,211,7.03,33,244,7.39,32,66,48.48,29,58,50,32,165.4,5.17,"No",2010,11,"28D8226A-41AF-4878-8775-63B0DB8BBD87","TH-PLER0004",NA,0.0341,12.8366666666667,7.79,NA,9.77666666666667,0.000783333333333333,0.0563333333333333,92.6666666666667,NA,4.38333333333333,NA,NA,NA,"28D8226A-41AF-4878-8775-63B0DB8BBD87",203,60,1,39,37,0,81,0,91,94,44,621,14,118
"19",526,"THAMES - NORTH EAST","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",34360,1,"TL",37700,13300,"TL3770013300","GB106038033290",33,1.7,27.39,1,5,26,7,76,11,5,273,NA,NA,NA,"1995-01-01","1979-09-10","2021-04-27",75,FALSE,1,6104,"ASH (LEE)","TL3770013300",616839,1,"",2010-11-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",606066,"2010-11-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,116,5.8,22,132.3,6.01,18,30,1.67,5,5,5,8.33,18,91,5.06,12.38,16.16,76.61,6.53,8.72,74.89,20,146,7.3,23,176,7.65,22,41,53.66,22,35,62.86,22,129.4,5.88,"No",2010,11,"F60FA473-DB5A-48B0-BC34-B44B92851ADC","TH-PLER0005",NA,0.0358,14.38,7.82,NA,8.865,0.00092,0.0535,87,NA,5.375,NA,NA,NA,"F60FA473-DB5A-48B0-BC34-B44B92851ADC",40,20,0,29,36,0,89,0,41,8,30,277,13,125
"20",565,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","STANFORD BROOK",34653,1,"SU",98380,55396,"SU9838055396","GB106039017900",25,1.2,11.5,3,5.3,54,1,42,35,23,93.8,NA,NA,NA,"1995-01-01","1995-04-12","2014-09-16",28,FALSE,1,6358,"STANFORD BROOK","SU9838055396",615007,1,"",2010-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",605023,"2010-10-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,144,5.54,28,140.1,5,31,47,1.52,5,5,5,7.58,19,90,4.74,16.76,26.3,63.73,7.77,14.11,55.07,24,164,6.83,32,223,6.97,28,74,37.84,28,61,45.9,28,143.5,5.13,"No",2010,10,"B5A43D50-DE70-4C18-B699-D31F9AAF2137","TH-PWER0129",9.14,0.06325,16.15,7.695,9.075,8.03,0.00094,0.064,81.75,0.1725,NA,NA,NA,NA,"B5A43D50-DE70-4C18-B699-D31F9AAF2137",240,260,1,60,175,25,130,0,341,491,39,1725,12,305
"21",626,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","WORMINGHALL BROOK",35109,1,"SP",64684,8323,"SP6468408323","GB106039030340",58,5,5.7,1,2,31,0,27,13,60,238,NA,NA,NA,"1995-01-01","1990-07-30","2014-09-22",21,FALSE,1,6773,"WORMINGHALL BROOK","SP6468408323",616756,1,"",2010-11-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",606028,"2010-11-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",8,29,3.63,9,36.7,4.08,3,6,2,3,1,3,6,6,19,3.17,0.5,2.22,22.52,NA,1.68,0,6,35,5.83,5,31,6.2,1,11,9.09,2,13,15.38,9,37.6,4.18,"No",2010,11,"CE2E3A7B-AF0B-4346-B332-C17AB65A011C","TH-PTAR0087",19,0.146,16.14,7.76,18.85,5.98,0.002425,0.137,61.1,3.465,NA,NA,NA,NA,"CE2E3A7B-AF0B-4346-B332-C17AB65A011C",25,5,0,0,6,0,0,0,201,29,9,266,2,6
"22",702,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","BOW BROOK",35360,1,"SU",67709,58378,"SU6770958378","GB106039017330",53,1.5,12.46,2,5.1,22.67,5,42,13,40,196,NA,NA,NA,"1995-01-01","1995-05-22","2014-09-16",20,FALSE,1,7435,"BOW BROOK","SU6770958378",614159,1,"",2010-10-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",604665,"2010-10-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,109,5.45,23,119.8,5.21,14,23,1.64,5,5,5,8.21,16,79,4.94,11.76,18.95,62.06,8.54,14.38,59.39,19,139,7.32,19,148,7.79,21,47,44.68,25,46,54.35,23,122.5,5.33,"No",2010,10,"FDA5D022-8D18-4391-99A9-758FBE87D914","TH-PLDR0055",5.66,0.0294,16.2225,8.02,5.6325,8.2325,0.000875,0.0345,83.65,0.20775,19.625,NA,NA,NA,"FDA5D022-8D18-4391-99A9-758FBE87D914",90,430,0,160,240,40,91,0,609,660,26,2321,9,331
"23",742,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35491,1,"SU",22731,69574,"SU2273169574","GB106039023173",118,1.5,31.5,3,11.7,30,10,72,12,7,253,NA,NA,NA,"1995-01-01","1990-05-15","2021-09-24",61,FALSE,1,7955,"KENNET","SU2273169574",614334,1,"",2010-10-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",605150,"2010-10-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,107,5.63,21,118.4,5.64,20,41,2.05,5,5,5,10.25,14,75,5.36,13.88,15.97,86.91,9.32,10.56,88.26,18,143,7.94,24,191,7.96,34,55,61.82,31,44,70.45,21,117.6,5.6,"No",2010,10,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3","TH-PKER0052",7.3025,0.06585,12.855,7.7025,7.2375,10.2975,0.000845,0.06775,97.9,0.03825,3.0075,NA,NA,NA,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3",132,1823,26,145,521,0,181,0,380,34,33,3270,13,702
"24",764,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CAKER STREAM",35570,1,"SU",72888,39604,"SU7288839604","GB106039017730",99,3.3,5.25,1,3.7,6,17,68,9,6,244,NA,NA,NA,"2012-10-04","1999-03-29","2014-09-15",6,FALSE,1,8162,"CAKER STREAM","SU7288839604",615347,1,"",2010-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National investigative monitoring",605119,"2010-10-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,120,5.22,24,130,5.42,24,29,1.21,3,5,5,6.04,17,90,5.29,14.15,18.91,74.83,9.78,12.94,75.58,22,162,7.36,25,183,7.32,26,49,53.06,26,45,57.78,24,129.5,5.4,"No",2010,10,"4D1B54D7-AA29-44EA-B8A3-F45D19F81FE1","TH-PWER0089",5.34,0.0291,14.14,7.56,5.31,8.73,0.000615,0.065,85.25,0.026,5.73,1,NA,10.2,"4D1B54D7-AA29-44EA-B8A3-F45D19F81FE1",79,410,0,33,383,0,16,0,25,23,30,1020,10,399
"25",793,"THAMES - WEST","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35783,1,"SU",89550,86492,"SU8955086492","GB106039023880",26,3.3,17.33,3,7,30,6,65,23,6,247,NA,NA,NA,"1995-01-01","1989-10-04","2019-09-06",48,FALSE,1,8533,"WYE (THAMES","SU8955086492",615913,1,"",2010-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",605390,"2010-11-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,109,5.45,22,128.9,5.86,19,26,1.37,5,5,5,6.84,15,81,5.4,16.27,19.81,82.13,11.05,13.97,79.1,20,161,8.05,23,185,8.04,45,65,69.23,31,46,67.39,22,126.6,5.75,"No",2010,10,"58217BCA-714B-4A4E-9990-CE0B3D900946","TH-PWYR0015",5.955,0.01015,15.55,8.01,5.945,9.595,0.00074,0.03,96.7,0.237,NA,NA,NA,NA,"58217BCA-714B-4A4E-9990-CE0B3D900946",32,1257,1,596,100,0,186,0,28,34,37,2237,14,286
"26",822,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35848,1,"SU",6025,93286,"SU0602593286","GB106039022960",80,0.7,13.29,4,5.8,46.67,2,15,75,8,169,NA,NA,NA,"1995-01-01","1990-12-31","2016-11-09",17,FALSE,1,9023,"THAMES (W AREA)","SU0602593286",616234,1,"",2010-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National investigative monitoring",605464,"2010-11-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,129,4.96,31,150.3,4.85,16,26,1.63,3,5,5,8.13,24,104,4.33,4.63,12.34,37.52,3.75,12.03,31.17,27,163,6.04,23,149,6.48,7,43,16.28,15,56,26.79,31,155.1,5,"No",2010,11,"97C46A92-9459-42EC-9B99-3DD774A5C749","TH-PUTR0108",1.885,0.035625,17.438,7.8225,1.8655,8.8975,0.00201,0.10125,91.2,0.0355,3.7625,1.35,NA,3.35,"97C46A92-9459-42EC-9B99-3DD774A5C749",14,164,0,38,40,4,410,0,612,349,45,1664,14,450
"27",843,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35900,1,"TQ",17440,67824,"TQ1744067824","GB106039023232",8,0.1,236.517,9,58,300,45,45,10,0,193,NA,NA,NA,"1995-01-01","1989-10-23","2014-09-30",37,FALSE,1,9266,"THAMES (SE AREA)","TQ1744067824",613709,1,"",2010-09-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",604408,"2010-10-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,120,4.8,28,126.4,4.51,26,50,1.92,7,5,7,13.46,16,69,4.31,1.5,10.07,14.9,2.26,8.1,27.9,26,172,6.62,29,189,6.52,4,51,7.84,8,46,17.39,28,125.3,4.48,"No",2010,9,"5CC4740A-0E51-4965-9E60-7076B2D73176","TH-PTHR0076",6.53666666666667,0.0348666666666667,19.3033333333333,8.23,6.50333333333333,8.88,0.00171666666666667,0.0476666666666667,96.4333333333333,0.210666666666667,5.28666666666667,1,NA,11.4,"5CC4740A-0E51-4965-9E60-7076B2D73176",28,38,5,13,4,0,4,0,10,71,35,174,6,8
"28",845,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35907,1,"SU",94560,77670,"SU9456077670","GB106039023231",20,0.3,194.9,9,50,250,5,45,25,25,210,NA,NA,NA,"1995-01-01","1990-03-12","2019-05-07",48,FALSE,1,9306,"THAMES (SE AREA)","SU9456077670",613705,1,"",2010-09-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",604343,"2010-09-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,91,5.35,20,106.6,5.33,16,28,1.75,10,3,10,17.5,14,65,4.64,6.5,11.11,58.51,2.75,6.9,39.86,17,118,6.94,18,132,7.33,11,37,29.73,11,36,30.56,20,104.4,5.22,"No",2010,9,"0F6A00F5-0182-4A42-9ADC-D6DE8DC6B9E7","TH-PTHR0079",5.55,0.0293,19.545,NA,5.52,9.345,NA,0.03,101.95,0.165,8.04,1.45,NA,21.8,"0F6A00F5-0182-4A42-9ADC-D6DE8DC6B9E7",52,38,0,21,75,0,118,0,8,37,26,355,9,193
"29",848,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281","GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,NA,NA,NA,"1995-01-01","1990-03-14","2021-04-28",52,FALSE,1,9332,"THAME","SP7966615281",616758,1,"",2010-11-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",607011,"2010-12-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,142,5.26,32,164.2,5.13,24,36,1.5,3,5,5,7.5,23,107,4.65,9.74,16.07,60.61,5.01,11.84,42.31,28,180,6.43,31,215,6.94,20,68,29.41,21,58,36.21,32,166.1,5.19,"No",2010,11,"B05567EE-0110-4B7E-ACA3-BC2278D023BC","TH-PTAR0028",3.77666666666667,0.0372333333333333,15.3633333333333,7.57,3.74033333333333,5.34666666666667,0.000683333333333333,0.057,53.5333333333333,0.361,5.91,NA,NA,NA,"B05567EE-0110-4B7E-ACA3-BC2278D023BC",64,159,0,208,83,5,65,3,224,104,41,929,9,151
"30",878,"THAMES - WEST","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","PANG",35969,1,"SU",63472,76238,"SU6347276238","GB106039023300",43,1.7,30.01,3,6.9,52.67,2,26,17,55,221,NA,NA,NA,"1995-01-01","1989-03-17","2012-05-31",41,FALSE,1,9687,"PANG","SU6347276238",617072,1,"",2010-11-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",606869,"2010-12-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",32,204,6.38,33,211.6,6.41,38,88,2.32,10,10,10,23.16,27,144,5.33,27.9,33.04,84.44,15.02,19.14,78.47,31,233,7.52,50,389,7.78,58,96,60.42,42,63,66.67,33,212.2,6.43,"No",2010,11,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06","TH-PPSR0003",6.4875,0.014175,14.515,8.0575,6.4725,10.27,0.00072,0.03,100.725,0.0365,5.9425,NA,NA,NA,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06",39,232,1,1091,196,0,165,2,18,97,62,1850,29,363
"31",891,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",35992,1,"TQ",17950,50230,"TQ1795050230","GB106039017621",39,1,36.445,4,14.5,63.33,9,32,37,23,118,NA,NA,NA,"1995-01-01","1990-03-29","2016-10-06",38,FALSE,1,9828,"MOLE (THAMES)","TQ1795050230",615001,1,"",2010-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",605065,"2010-10-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,96,5.33,19,105.6,5.56,15,28,1.87,5,3,5,9.33,15,77,5.13,15.39,21.47,71.68,7.27,11.88,61.2,17,123,7.24,19,149,7.84,24,49,48.98,22,42,52.38,19,105,5.53,"No",2010,10,"E0870049-0B20-4794-A381-D5FD03EE8A77","TH-PMLR0038",16.0666666666667,0.0428333333333333,18.2733333333333,7.65666666666667,16.0333333333333,8.29333333333333,0.000586666666666667,0.039,88,0.646333333333333,NA,NA,NA,NA,"E0870049-0B20-4794-A381-D5FD03EE8A77",100,211,0,40,155,50,230,0,166,150,25,1112,10,385
"32",896,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",36006,1,"TQ",13000,65810,"TQ1300065810","GB106039017622",9,0.6,70.106,5,15,96.67,5,42,20,33,135,NA,NA,NA,"1995-01-01","1990-05-15","2019-10-09",36,FALSE,1,9880,"MOLE (THAMES)","TQ1300065810",615004,1,"",2010-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",604987,"2010-10-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,124,4.59,30,130.5,4.35,28,39,1.39,3,5,5,6.96,20,75,3.75,1.5,12.28,12.21,2,8.59,23.28,27,168,6.22,32,195,6.09,3,65,4.62,9,51,17.65,30,132.6,4.42,"No",2010,10,"F91115E0-1F90-4274-A94A-C6CE69E92993","TH-PMLR0031",9.34333333333333,0.0229,18.6133333333333,8.06,9.33,9.47,0.00130666666666667,0.039,101.633333333333,0.337666666666667,NA,NA,NA,NA,"F91115E0-1F90-4274-A94A-C6CE69E92993",30,523,80,11,36,1,79,0,21,135,40,1026,7,115
"33",905,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LYDE",36025,1,"SU",69563,54251,"SU6956354251","GB106039017100",63,3.3,5.231,1,5.7,37.67,12,47,28,13,250,NA,NA,NA,"1995-01-01","1989-10-04","2019-11-13",44,FALSE,1,10059,"LYDE","SU6956354251",612636,1,"",2010-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",603907,"2010-09-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,95,5.28,20,117.1,5.86,13,19,1.46,5,3,5,7.31,15,84,5.6,16.14,18.84,85.67,9.54,12.44,76.69,16,131,8.19,16,137,8.56,31,46,67.39,30,43,69.77,20,112.5,5.63,"No",2010,9,"761E63F0-AC65-406C-BF23-F99C3A50994B","TH-PLDR0039",NA,0.0361333333333333,13.2666666666667,8.03666666666667,NA,10.2633333333333,0.00072,0.0323333333333333,98.2333333333333,NA,3.55666666666667,NA,NA,NA,"761E63F0-AC65-406C-BF23-F99C3A50994B",25,2153,0,140,76,0,44,0,46,732,23,3216,8,120
