"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Nitrogen, Total Oxidised as N_mg/l","Nitrite as N_mg/l","Orthophosphate, reactive as P_mg/l","Oxygen, Dissolved, % Saturation_%","Temperature of Water_cel","Nitrate as N_mg/l","pH_phunits","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved as O2_mg/l","Ammoniacal Nitrogen as N_mg/l","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"38",877,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHERWELL",36245,1,"SP",48690,37191,"SP4869037191","GB106039037310",85,0.9,32,4,7.3,48.33,5,32,5,58,199,NA,NA,NA,"1995-01-01","1990-03-08","2011-10-11",25,FALSE,1,10952,"CHERWELL","SP4869037191",630933,1,"",2011-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National investigative monitoring",619942,"2011-10-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,139,5.35,28,143.9,5.14,11,23,2.09,5,5,5,10.45,20,90,4.5,4,8.15,49.08,4.77,11.57,41.23,26,170,6.54,15,99,6.6,9,34,26.47,16,50,32,28,144.8,5.17,"No",2011,10,"F6D5B931-5862-4736-BC73-09D06A429509","TH-PCHR0019",NA,NA,NA,NA,NA,NA,7.87,NA,NA,0.03,NA,NA,NA,"F6D5B931-5862-4736-BC73-09D06A429509",11,36,0,27,24,12,14,0,18,2170,33,2313,11,38
"39",890,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","BURSTOW STREAM",36280,1,"TQ",30800,40457,"TQ3080040457","GB106039017520",63,2.8,7.06,1,3.4,19.67,2,18,17,63,46.2,NA,NA,NA,"1995-01-01","1989-09-06","2013-11-13",19,FALSE,1,11104,"BURSTOW STREAM","TQ3080040457",630725,1,"",2011-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National investigative monitoring",619813,"2011-10-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,71,5.46,13,64.4,4.95,2,2,1,1,3,3,3,10,50,5,3.63,4.98,72.89,2.26,4.44,50.9,12,84,7,7,52,7.43,5,13,38.46,10,20,50,13,68.1,5.24,"No",2011,10,"3E2BC5C4-5562-4483-854A-FD2E7F6FF62C","TH-PMLR0297",0.42,0.004,0.045,86.8,13.05,0.416,7.77,0.00053,9.11,0.039,NA,NA,NA,"3E2BC5C4-5562-4483-854A-FD2E7F6FF62C",10,20,0,2,9,0,9,0,31,22,15,104,5,18
"40",910,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","FELBRIDGE WATER",41976,2,"TQ",38730,42890,"TQ3873042890","GB106040018660",55,2.7,9.8,1,2.2,33.33,13,23,0,63,82.3,NA,NA,NA,"1995-01-01","1995-04-13","2011-09-14",19,FALSE,1,11276,"FELBRIDGE WATER","TQ3873042890",629655,1,"",2011-09-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",623881,"2012-01-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",10,47,4.7,12,55.7,4.64,1,1,1,1,1,1,1,7,27,3.86,0.5,0.99,50.51,1.25,2.95,42.37,8,55,6.88,2,14,7,1,7,14.29,5,16,31.25,12,61.9,5.16,"No",2011,9,"7D0BB8BF-7A42-4ADC-8D81-66A771366DDE","SO-E0000859",0.34,0.0064,0.213,63.8,17.5,0.334,7.46,0.00083,6.09,0.089,NA,4.5,NA,"7D0BB8BF-7A42-4ADC-8D81-66A771366DDE",200,3,0,2,4,4,2,0,201,4,15,423,3,6
"41",925,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERHILL STREAM",42096,2,"TQ",60690,46180,"TQ6069046180","GB106040018410",25,4.4,7.8,1,3.7,46.67,18,57,2,23,90.3,NA,NA,NA,"1995-01-01","1992-10-21","2017-03-30",31,FALSE,1,11467,"SOMERHILL STREAM","TQ6069046180",630440,1,"",2011-09-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",620051,"2011-10-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,59,4.21,14,55.5,3.96,NA,NA,NA,NA,NA,NA,NA,8,32,4,0.5,0.5,100,2.5,5.19,48.17,12,82,6.83,NA,NA,NA,NA,4,0,10,29,34.48,14,58.9,4.21,"No",2011,9,"8D50C01B-B8F2-4D27-8680-70748D541716","SO-E0000768",16.7666666666667,0.0363666666666667,2.70666666666667,80.7333333333333,16.1166666666667,16.7666666666667,7.68333333333333,0.000933333333333333,7.93,0.0496666666666667,NA,NA,NA,"8D50C01B-B8F2-4D27-8680-70748D541716",335,240,80,3,2,5,60,0,63,14,16,803,2,62
"42",951,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2021-09-02",79,TRUE,1,11825,"EDEN (KENT)","TQ5206443767",629661,1,"",2011-09-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",624219,"2012-01-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,109,5.45,23,116.6,5.07,18,34,1.89,5,5,5,9.44,19,94,4.95,10.88,16.52,65.86,8.51,13.12,64.86,20,145,7.25,23,164,7.13,27,54,50,21,42,50,23,114.9,5,"No",2011,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",4.93,0.0619,1.28,79.5,18.08,4.87,7.99,0.00205,7.49,0.064,12.1,3,1.37,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",40,6,1,17,50,20,21,0,92,124,42,401,11,71
"43",974,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","BOUGH BEECH STREAM",42355,2,"TQ",49400,46760,"TQ4940046760","GB106040018160",40,2,5.4,1,1.2,10,20,60,0,20,104.1,NA,NA,NA,"1995-01-01","1990-04-03","2011-09-14",37,FALSE,1,12082,"BOUGH BEECH STREAM","TQ4940046760",629656,1,"",2011-09-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",624253,"2012-01-31","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,86,4.53,21,98.7,4.7,8,9,1.13,1,3,3,3.38,16,85,5.31,3.5,9.75,35.9,6.26,12.32,50.81,19,125,6.58,12,74,6.17,5,30,16.67,22,49,44.9,21,103,4.9,"No",2011,9,"91037788-784E-4222-9E3B-1135A4632F92","SO-E0000827",1.41,0.0454,0.264,74.3,18.2,1.36,8.03,0.0183,6.99,0.553,NA,NA,NA,"91037788-784E-4222-9E3B-1135A4632F92",6,300,23,200,132,0,1,0,1034,610,24,2310,5,133
"44",989,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","GIBBS BROOK",42400,2,"TQ",36570,50500,"TQ3657050500","GB106040018640",80,6,4.5,1,2.3,13.33,2,75,10,13,178.3,NA,NA,NA,"1995-01-01","1990-03-29","2012-10-10",38,FALSE,1,12264,"GIBBS BROOK","TQ3657050500",629658,1,"",2011-09-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",625030,"2012-02-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,131,4.85,32,160,5,NA,NA,NA,NA,NA,NA,NA,24,107,4.46,2,2.49,80.32,11.04,16.16,68.32,29,207,7.14,NA,NA,NA,NA,4,0,30,64,46.88,32,157.6,4.93,"No",2011,9,"D63829AB-5B9A-467F-BD32-648A1E5C4E76","SO-E0000902",15.3866666666667,0.117766666666667,NA,NA,NA,15.2566666666667,NA,NA,NA,NA,NA,NA,NA,"D63829AB-5B9A-467F-BD32-648A1E5C4E76",214,481,6,508,186,0,104,0,282,315,35,2108,8,290
"45",1142,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERHILL STREAM",43626,2,"TQ",59239,43026,"TQ5923943026","GB106040018410",45,6.1,3.2,1,3.5,21.67,12,77,3,8,88.5,NA,NA,NA,"1995-01-01","1992-10-23","2019-10-09",33,FALSE,1,13846,"SOMERHILL STREAM","TQ5923943026",631221,1,"",2011-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",621202,"2011-11-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,44,3.67,12,45.6,3.8,NA,NA,NA,NA,NA,NA,NA,6,20,3.33,1.5,1.5,100,3.75,5.71,65.67,10,68,6.8,NA,NA,NA,NA,3,0,12,30,40,12,46.7,3.89,"No",2011,10,"027B6F16-4594-4D06-B172-3316B9972785","SO-E0000770",17.1333333333333,0.1004,NA,NA,NA,17.0333333333333,7.29,NA,NA,NA,NA,NA,NA,"027B6F16-4594-4D06-B172-3316B9972785",131,1500,50,0,1,0,500,0,611,20,14,2818,2,501
"46",1161,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","HILDEN BROOK",43733,2,"TQ",58500,47360,"TQ5850047360","GB106040018170",25,2.3,8.1,1,2.3,11.67,17,65,13,5,137.8,NA,NA,NA,"1995-01-01","1981-06-18","2014-10-21",34,FALSE,1,14036,"HILDEN BROOK","TQ5850047360",630395,1,"",2011-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National investigative monitoring",619083,"2011-09-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,83,4.61,19,86.9,4.57,NA,NA,NA,NA,NA,NA,NA,13,58,4.46,0.5,0.87,57.47,3.51,7.16,49.02,16,106,6.63,NA,NA,NA,NA,4,0,12,39,30.77,19,87.6,4.61,"No",2011,9,"D41AF843-DF2B-4B78-BFF5-089E10729447","SO-E0000784",1.79,0.0395,0.325,64.3,17.2,1.75,7.7,0.00287,6.17,0.183,NA,5.4,NA,"D41AF843-DF2B-4B78-BFF5-089E10729447",154,153,0,60,4,0,0,0,47,195,30,645,3,4
"47",1237,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",44308,2,"TQ",46024,45955,"TQ4602445955","GB106040018160",35,0.8,21.2,4,5.3,48.33,3,30,20,47,114.8,NA,NA,NA,"1995-01-01","1981-06-17","2017-09-14",36,FALSE,1,14957,"EDEN (KENT)","TQ4602445955",629660,1,"",2011-09-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",624294,"2012-02-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,119,5.17,25,121.9,4.88,6,6,1,1,5,5,5,17,83,4.88,3,6.07,49.42,6.52,13.31,48.99,23,153,6.65,7,50,7.14,5,17,29.41,19,51,37.25,25,121.5,4.86,"No",2011,9,"2A0DD66C-0898-4718-8CA5-935571AF1C87","SO-E0000811",6.35666666666667,0.0547333333333333,1.46,80.4666666666667,16.2366666666667,6.3,7.64666666666667,0.00256666666666667,7.89,0.233,NA,NA,NA,"2A0DD66C-0898-4718-8CA5-935571AF1C87",4,442,0,102,145,20,120,0,710,146,38,1693,8,265
"48",1624,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (THAMES)",73906,1,"TL",6303,24383,"TL0630324383","GB106038033440",115,2.8,4.77,1,3.3,22.5,2,58,5,35,186,NA,NA,NA,"2012-10-04","1999-10-12","2013-04-17",8,FALSE,1,19317,"LEE (THAMES)","TL0630324383",631596,1,"",2011-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",623888,"2012-01-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,100,4.76,25,114.9,4.6,13,18,1.38,1,3,3,4.15,14,53,3.79,4.26,9.03,47.18,6.02,9.68,62.19,19,119,6.26,16,97,6.06,5,33,15.15,16,44,36.36,25,116.5,4.66,"No",2011,10,"0D52865D-2E21-4B65-96B0-44D0FDA18418","TH-PLER0068",6.775,0.0899,0.0245,78.05,16.14,6.685,7.22,0.00077,7.62,0.1745,NA,NA,NA,"0D52865D-2E21-4B65-96B0-44D0FDA18418",85,270,8,30,167,0,60,0,61,152,31,837,7,227
"49",1631,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","CAT BROOK",74283,2,"TL",7600,24750,"TL0760024750","GB106038033440",116,11,0.54,1,15.8,18.5,13,37,3,47,214.6,NA,NA,NA,"2012-10-04","1999-10-07","2011-10-27",5,FALSE,1,19374,"CAT BROOK","TL0760024750",631591,1,"",2011-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",622024,"2011-12-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,70,4.12,21,83.1,3.96,NA,NA,NA,NA,NA,NA,NA,14,55,3.93,2.13,2.99,71.24,2.25,6.18,36.41,16,100,6.25,NA,NA,NA,NA,4,0,9,36,25,21,89.8,4.28,"No",2011,10,"0D52865D-2E21-4B65-96B0-44D0FDA18418","TH-PLER0548",3.455,0.0345,0.0355,79.4,14.18,3.42,7.44,0.000895,8.13,0.1295,NA,NA,NA,"0D52865D-2E21-4B65-96B0-44D0FDA18418",259,65,0,4,7,0,4,0,147,96,25,587,4,11
"50",1893,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","ODNEY WEIR STREAM",82437,1,"SU",90150,85330,"SU9015085330","GB106039023231",27,0.3,186.48,8,8.5,15.7,0,72,24,4,217,NA,NA,NA,"2012-10-04","2002-05-31","2022-10-17",38,FALSE,1,20369,"ODNEY WEIR STREAM","SU9015085330",632185,1,"",2011-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",622547,"2011-12-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,162,5.79,32,183.3,5.73,31,71,2.29,7,7,7,16.03,24,124,5.17,16.5,23.36,70.63,10.48,16.06,65.26,28,200,7.14,39,288,7.38,33,75,44,26,55,47.27,32,181,5.66,"No",2011,11,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",4.99,0.0289666666666667,0.243,100.5,17.4666666666667,4.97,8.14333333333333,0.000963333333333333,9.62,0.0306666666666667,3,1.1,NA,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",6,183,20,137,99,3,16,7,24,300,49,922,15,122
"51",2063,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",89727,1,"SO",99166,13287,"SO9916613287","GB106039029810",155,2.5,5.61,2,6,52.3,20,31,6,43,180,NA,NA,NA,"2012-10-04","2002-11-29","2012-09-28",19,FALSE,1,20892,"CHURN","SO9916613287",630156,1,"",2011-10-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",620074,"2011-10-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,117,5.32,23,119.2,5.18,16,22,1.38,5,5,5,6.88,18,86,4.78,5.37,11.62,46.21,3.01,8.38,35.92,20,131,6.55,21,143,6.81,12,42,28.57,14,41,34.15,23,121.9,5.3,"No",2011,10,"7132C816-A8E1-46E2-A49B-B38EFB15C491","TH-PUTR0213",7.71666666666667,0.00856666666666667,0.02,91.8333333333333,13.76,7.70666666666667,8.05333333333333,0.00067,9.51,0.03,10.1666666666667,NA,NA,"7132C816-A8E1-46E2-A49B-B38EFB15C491",43,201,0,17,21,0,53,0,43,248,31,636,7,74
"52",2086,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",91481,1,"SU",6732,96807,"SU0673296807","GB106039029750",89,0.9,32.75,2,5,37,10,62,22,6,180,NA,NA,NA,"2012-10-04","2003-05-06","2019-04-04",31,FALSE,1,20998,"CHURN","SU0673296807",630144,1,"",2011-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",619105,"2011-09-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,52,4.33,15,67.5,4.5,9,21,2.33,5,3,5,11.67,9,36,4,4,6.83,58.57,2.01,5.65,35.58,12,76,6.33,15,102,6.8,8,30,26.67,7,28,25,15,69.1,4.61,"No",2011,9,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09","TH-PUTR0017",3.045,0.01015,0.0235,98.35,14.93,3.035,8.205,0.00087,9.93,0.033,NA,NA,NA,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09",100,814,3,338,2,0,0,0,200,208,22,1668,2,2
"53",2137,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",96881,1,"SU",7837,95983,"SU0783795983","GB106039029750",89,2,32,2,4.3,49.1,2,38,34,26,180,NA,NA,NA,"2012-10-04","2003-05-06","2014-09-17",22,FALSE,1,21163,"CHURN","SU0783795983",630143,1,"",2011-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",619246,"2011-10-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,88,5.18,19,82.8,4.36,13,23,1.77,5,3,5,8.85,13,54,4.15,3.5,7.91,44.25,2,6.91,28.94,17,109,6.41,20,133,6.65,7,36,19.44,7,31,22.58,19,84.9,4.47,"No",2011,9,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09","TH-PUTR0013",2.725,0.01095,0.02,100.5,15.71,2.715,8.195,0.000915,9.96,0.033,6.26,NA,NA,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09",71,940,0,25,9,18,55,0,103,36,34,1274,7,64
"54",2139,"THAMES - WEST","THAMES","AMPNEY BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","AMPNEY BROOK",96883,1,"SP",7324,1662,"SP0732401662","GB106039030300",94,2,1.5,2,6.4,42.8,2,49,26,23,202,NA,NA,NA,"2011-01-01","2003-05-06","2022-09-21",36,FALSE,1,21204,"AMPNEY BROOK","SP0732401662",630134,1,"",2011-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",620205,"2011-10-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,156,5.78,29,161.8,5.58,23,32,1.39,3,7,7,9.74,20,99,4.95,13,19.13,67.96,8.03,12.88,62.34,26,180,6.92,30,229,7.63,28,62,45.16,28,56,50,29,160.3,5.53,"No",2011,9,"D02928A7-3A6A-4FE1-9FDB-505CC2D40C6A","TH-PUTR0175",NA,0.0220666666666667,NA,95.8,14.09,NA,7.81,0.00049,9.85333333333333,0.0303333333333333,10.1,NA,NA,"D02928A7-3A6A-4FE1-9FDB-505CC2D40C6A",17,329,1,93,189,0,86,2,80,435,45,1273,17,277
"55",2790,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","ECCHINSWELL BROOK",154463,1,"SU",50808,63264,"SU5080863264","GB106039017250",75,2.2,5.4,3,2.7,30.5,5,50,5,40,150,NA,NA,NA,"2012-10-04","2011-05-31","2014-10-20",4,FALSE,1,22966,"ECCHINSWELL BROOK","SU5080863264",632029,1,"",2011-11-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",622148,"2011-12-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,96,6,17,110.3,6.49,NA,NA,NA,NA,NA,NA,NA,11,57,5.18,0.5,0.5,100,3.76,5.95,63.19,14,98,7,NA,NA,NA,NA,2,0,16,27,59.26,17,108.2,6.36,"No",2011,11,"C1A34378-F067-404E-B97A-68A1AA42CB95","TH-PKER0013",4.2,0.0128,0.105,83.4,13.24,4.19,8.1,0.00069,8.72,0.03,NA,NA,NA,"C1A34378-F067-404E-B97A-68A1AA42CB95",3,55,0,37,31,0,69,30,29,40,19,296,7,130
"56",2792,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","LADY BROOK",154469,1,"SU",61140,91996,"SU6114091996","GB106039023670",45,1.8,4.67,1,2.1,17.5,1,8,74,17,150,NA,NA,NA,"2011-01-01","2011-03-10","2014-09-09",4,FALSE,1,22972,"LADY BROOK","SU6114091996",631932,1,"",2011-10-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",622226,"2011-12-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,109,5.45,23,120.1,5.22,12,20,1.67,5,5,5,8.33,18,83,4.61,6,9.92,60.48,3.51,7.38,47.56,19,133,7,18,132,7.33,11,30,36.67,14,36,38.89,23,120.2,5.23,"No",2011,10,"D0E45BDE-84EE-475E-9EA1-37CB5EA0B0AF","TH-PTHR0270",5.98666666666667,0.0257333333333333,0.035,89.0666666666667,14.8233333333333,5.96,8.09,0.000783333333333333,8.99333333333333,0.03,NA,NA,NA,"D0E45BDE-84EE-475E-9EA1-37CB5EA0B0AF",61,21,0,22,14,0,2,0,633,178,30,944,7,16
