"","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG","FULL_EASTING","FULL_NORTHING","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV"
"680","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35819,1,"TQ",901,52615,"TQ0090152615",500901,152615,"GB106039017630",27,0.8,66.13,6,,,,,,,,,,,,2005-02-04,2005-02-04,1,FALSE
"681","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35820,1,"TQ",550,53138,"TQ0055053138",500550,153138,"GB106039017630",27,0.8,66.86,6,,,,,,,,,,,,2005-02-04,2005-02-04,1,FALSE
"682","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35821,1,"TQ",1480,55990,"TQ0148055990",501480,155990,"GB106039017630",23,0.8,64.16,6,15.3,310,0,0,0,100,112,,,,1995-01-01,1990-11-29,2004-11-10,13,FALSE
"683","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","TILLINGBOURNE",35823,1,"SU",99981,47920,"SU9998147920",499981,147920,"GB106039017840",35,1.5,23.217,2,6,41.67,17,32,33,18,94,,,,1995-01-01,1989-09-08,2004-09-28,24,FALSE
"684","THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","UFFINGTON BROOK",35824,1,"SU",30774,90734,"SU3077490734",430774,190734,"GB106039023400",76,2.5,5.09,1,1.6,15,0,10,20,70,210,,,,1995-01-01,1989-09-13,2015-05-13,21,FALSE
"685","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",35829,1,"SU",75612,41730,"SU7561241730",475612,141730,"GB106039017830",86,2.2,6.08,1,7.6,35,17,30,33,20,260,,,,1995-01-01,1990-01-11,2012-07-23,31,FALSE
"686","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",35830,1,"SU",86010,46630,"SU8601046630",486010,146630,"GB106039017830",59,1.7,21.286,4,11.8,66.67,8,45,33,13,229,,,,1995-01-01,1990-03-19,2014-09-19,30,FALSE
"687","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35831,1,"SU",80202,36045,"SU8020236045",480202,136045,"GB106039017720",78,1.2,18.07,3,7.1,63.1,0,7,83,10,351,,,,2022-06-30,2002-09-13,2021-09-10,31,FALSE
"688","THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35837,1,"SU",95345,77862,"SU9534577862",495345,177862,"GB106039023231",19,0.3,195.83,8,50,216.67,1,57,28,14,219,,,,1995-01-01,1995-04-06,2009-09-17,29,FALSE
"689","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","TILLINGBOURNE",35843,1,"TQ",13035,47149,"TQ1303547149",513035,147149,"GB106039017840",132,12.5,4.41,1,1.5,10.67,13,70,17,1,96.2,,,,1995-01-01,1991-12-05,2021-10-20,47,FALSE
"690","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35844,1,"SU",23149,98074,"SU2314998074",423149,198074,"GB106039030333",72,0.5,39.6,6,15,150,0,50,15,35,210,,,,1995-01-01,1990-04-24,2008-11-25,24,FALSE
"691","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35847,1,"SP",44540,8704,"SP4454008704",444540,208704,"GB106039030333",62,0.3,76.36,7,26,200,4,45,23,28,210,,,,1995-01-01,1989-10-10,2013-09-19,16,FALSE
"692","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35848,1,"SU",6025,93286,"SU0602593286",406025,193286,"GB106039022960",80,0.7,13.29,4,5.8,46.67,2,15,75,8,169,,,,1995-01-01,1990-12-31,2016-11-09,17,FALSE
"693","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35850,1,"SU",63538,76755,"SU6353876755",463538,176755,"GB106039030331",40,0.3,140.51,8,50,230,3,50,27,20,220,,,,1995-01-01,1990-05-23,2013-09-25,24,FALSE
"694","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35854,1,"SU",59663,81001,"SU5966381001",459663,181001,"GB106039030331",49,0.3,133.97,8,52,320,0,40,40,20,216,,,,1995-01-01,1995-04-27,2013-10-23,13,FALSE
"695","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35855,1,"SU",75158,75342,"SU7515875342",475158,175342,"GB106039023233",34,0.3,155.68,9,58,350,3,43,35,18,224,,,,1995-01-01,1995-04-27,2000-10-25,5,FALSE
"696","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35856,1,"SU",59357,83718,"SU5935783718",459357,183718,"GB106039030331",46,2.6,130.84,9,38.3,300,1,29,50,20,216,,,,1995-01-01,1995-04-27,2000-09-21,5,FALSE
"697","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35859,1,"SU",50891,94787,"SU5089194787",450891,194787,"GB106039030334",49,2.6,105.79,10,38,190,4,33,42,21,226,,,,1995-01-01,1995-04-10,2000-10-03,5,FALSE
"698","THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35861,1,"TQ",17012,71462,"TQ1701271462",517012,171462,"GB106039023232",6,0.1,240.737,9,,,,,,,74,,,,2012-10-04,1989-10-23,2003-09-12,26,FALSE
"699","THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35862,1,"SU",99878,75784,"SU9987875784",499878,175784,"GB106039023231",17,0.3,203.982,9,38,180,5,40,35,20,212,,,,1995-01-01,1995-05-03,2009-05-26,29,FALSE
"700","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35864,1,"SP",48349,9276,"SP4834909276",448349,209276,"GB106039030334",59,0.5,82.81,7,25,230,15,40,20,25,205,,,,1995-01-01,1990-04-30,2013-11-18,22,FALSE
"701","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35876,1,"SU",1814,94776,"SU0181494776",401814,194776,"GB106039023760",88,1.4,6.75,3,3.6,23.5,0,73,15,13,217,,,,1995-01-01,1995-05-09,2022-09-21,53,FALSE
"702","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35878,1,"SU",17461,96089,"SU1746196089",417461,196089,"GB106039022990",72,2.1,30.12,5,11.5,88.33,8,53,27,12,232,,,,1995-01-01,1990-05-20,2013-11-22,12,FALSE
"703","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35879,2,"SU",76447,83083,"SU7644783083",476447,183083,"GB106039023233",36,0.3,166.14,8,72,280,4,72,20,5,223,,,,1995-01-01,1989-10-02,2014-10-16,28,FALSE
"704","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35881,1,"SU",20383,98318,"SU2038398318",420383,198318,"GB106039022990",77,2.1,35.14,7,16,27.6,2,17,30,52,230,,,,1995-01-01,1995-04-06,2008-11-25,11,FALSE
"705","THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35886,1,"TQ",10473,67983,"TQ1047367983",510473,167983,"GB106039023232",9,0.1,227.617,9,55.3,260,1,90,5,4,182,,,,1995-01-01,1989-10-23,2015-10-07,35,FALSE
"706","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35887,1,"SP",40358,1379,"SP4035801379",440358,201379,"GB106039030333",63,0.3,64.68,6,22,160,0,0,0,100,222,,,,1995-01-01,1995-05-17,2009-05-11,6,FALSE
"707","THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35889,1,"SU",89760,85601,"SU8976085601",489760,185601,"GB106039023233",25,0.3,185.93,9,51.4,99,1,59,33,7,210,,,,2012-10-04,1994-06-02,2014-09-19,23,FALSE
"708","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35890,1,"SU",10402,93811,"SU1040293811",410402,193811,"GB106039022990",78,0.5,36.1,5,7.2,46.33,6,46,23,25,200,,,,1995-01-01,1994-06-02,2009-05-22,19,FALSE
"709","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35891,1,"SU",56873,93535,"SU5687393535",456873,193535,"GB106039030334",45,0.3,115.99,8,45,310,1,79,20,0,213,,,,1995-01-01,1990-11-14,2013-09-02,14,FALSE
"710","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35893,1,"SU",400,97300,"SU0040097300",400400,197300,"GB106039023760",95,1,4.14,1,,,,,,,,,,,,2018-01-10,2019-07-10,8,FALSE
"711","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35894,1,"SU",11074,93976,"SU1107493976",411074,193976,"GB106039022990",77,0.5,36.9,5,7.7,25,0,50,40,10,218,,,,1995-01-01,1990-03-14,2013-11-22,23,FALSE
"712","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35895,1,"SP",51451,5535,"SP5145105535",451451,205535,"GB106039030334",57,2,88.46,6,51,230,3,58,14,25,207,,,,1995-01-01,1995-05-23,2004-11-25,7,FALSE
"713","THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35900,1,"TQ",17440,67824,"TQ1744067824",517440,167824,"GB106039023232",8,0.1,236.517,9,58,300,45,45,10,0,193,,,,1995-01-01,1989-10-23,2014-09-30,37,FALSE
"714","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35901,1,"SU",50531,97181,"SU5053197181",450531,197181,"GB106039030334",50,0.5,100.09,8,40,300,1,79,15,5,236.2,,,,1995-01-01,1992-11-23,2013-09-03,18,FALSE
"715","THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35907,1,"SU",94560,77670,"SU9456077670",494560,177670,"GB106039023231",20,0.3,194.9,9,50,250,5,45,25,25,210,,,,1995-01-01,1990-03-12,2019-05-07,48,FALSE
"716","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35908,1,"SU",14433,95809,"SU1443395809",414433,195809,"GB106039022990",74,0.5,41.04,5,13,25,8,68,20,4,212,,,,1995-01-01,1990-05-20,2000-10-18,7,FALSE
"717","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35909,1,"SU",72109,74093,"SU7210974093",472109,174093,"GB106039030331",36,0.3,151.04,8,,,,,,,,,,,,1989-07-19,2009-03-19,3,FALSE
"718","THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281",479666,215281,"GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,,,,1995-01-01,1990-03-14,2022-10-07,55,FALSE
"719","THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35913,1,"SP",61211,5238,"SP6121105238",461211,205238,"GB106039030240",57,0.5,56.6,4,13,38.33,3,71,18,8,248,,,,1995-01-01,1995-05-24,2011-11-02,9,FALSE
"720","THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35919,1,"TQ",4550,69430,"TQ0455069430",504550,169430,"GB106039023232",13,0.3,215.69,9,50,120,1,80,9,10,220,,,,1995-01-01,1989-10-23,2014-09-22,30,FALSE
"721","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SWILL BROOK",35923,1,"ST",99701,92718,"ST9970192718",399701,192718,"GB106039023700",85,2,10,2,2.6,21,1,24,25,50,221,,,,1995-01-01,1990-06-13,2013-10-08,14,FALSE
"722","THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35927,1,"SP",77772,13503,"SP7777213503",477772,213503,"GB106039030370",70,0.4,31.6,4,10.7,143.33,1,10,8,81,249,,,,1995-01-01,1989-12-13,2018-11-09,23,FALSE
"723","THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35928,1,"SP",72878,11346,"SP7287811346",472878,211346,"GB106039030370",67,0.5,32.28,4,7.3,60,1,14,15,70,236,,,,1995-01-01,1990-05-17,2000-09-05,7,FALSE
"724","THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35929,1,"SU",57975,93828,"SU5797593828",457975,193828,"GB106039030240",49,0.3,75.89,6,17,45,2,69,22,8,240,,,,1995-01-01,1990-03-14,2014-09-09,25,FALSE
"725","THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35931,1,"SP",64767,6511,"SP6476706511",464767,206511,"GB106039030240",58,0.5,48.93,,,,,,,,,,,,,2005-11-15,2005-11-15,1,FALSE
"726","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SHILL BROOK",35933,1,"SP",28643,4000,"SP2864304000",428643,204000,"GB106039030280",79,1.1,13.75,1,3.4,15.33,5,33,13,48,245,,,,1995-01-01,1989-10-10,2013-10-11,24,FALSE
"727","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SHILL BROOK",35934,1,"SP",27758,4885,"SP2775804885",427758,204885,"GB106039030280",80,1.1,12.46,1,3.7,23.33,2,45,40,13,250,,,,1995-01-01,1989-10-10,2013-11-14,22,FALSE
"728","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","SILCHESTER BROOK",35935,1,"SU",62179,61383,"SU6217961383",462179,161383,"GB106039017190",75,5.3,4.59,1,1.6,14.67,9,69,14,8,142,,,,1995-01-01,1992-11-30,2014-09-15,21,FALSE
"729","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","SILCHESTER BROOK",35936,1,"SU",62204,61257,"SU6220461257",462204,161257,"GB106039017190",69,4,5.22,1,2.8,26.67,2,77,17,4,144,,,,1995-01-01,1990-03-06,2014-09-15,28,FALSE
"730","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","SLEA",35937,1,"SU",80115,38252,"SU8011538252",480115,138252,"GB106039017750",67,1.5,5.629,2,4.7,42.67,5,20,67,8,66.9,,,,1995-01-01,1991-05-28,2013-09-27,15,FALSE
"731","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","SOR BROOK",35939,1,"SP",45917,37151,"SP4591737151",445917,237151,"GB106039037260",100,0.2,20.78,2,5.2,30.67,12,55,24,9,168,,,,1995-01-01,1995-04-25,2020-10-09,35,FALSE
"732","THAMES - WEST","THAMES","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","SOUTH MARSTON BROOK",35941,1,"SU",19814,87939,"SU1981487939",419814,187939,"GB106039022910",93,3.8,2.2,1,1.3,10,11,31,42,17,211,,,,1995-01-01,1990-03-19,2015-10-14,23,FALSE
"733","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","STANFORD BROOK",35942,1,"SU",96535,54646,"SU9653554646",496535,154646,"GB106039017900",32,2.2,6.386,2,4.1,31,5,50,28,17,109,,,,1995-01-01,1989-11-16,2006-09-20,22,FALSE
"734","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","SALFORDS STREAM",35943,1,"TQ",26600,46620,"TQ2660046620",526600,146620,"GB106039017540",49,1.6,10.497,2,4.2,25,5,28,52,15,204,,,,1995-01-01,1990-03-29,2015-10-20,32,FALSE
"735","THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","SCOTSGROVE BROOK",35947,1,"SP",75153,7703,"SP7515307703",475153,207703,"GB106039030270",68,0.8,14.65,1,2,50,3,20,32,45,254,,,,1995-01-01,1989-09-13,2013-10-07,22,FALSE
"736","THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","SCOTSGROVE BROOK",35948,1,"SP",70835,7077,"SP7083507077",470835,207077,"GB106039030270",69,0.8,20.01,1,4.7,108.33,1,18,18,63,252,,,,1995-01-01,1989-09-13,2015-10-22,27,FALSE
"737","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","SHALBOURNE STREAM",35951,1,"SU",33015,68147,"SU3301568147",433015,168147,"GB106039017370",100,5,7.4,1,3,17.67,15,40,17,28,239,,,,1995-01-01,1990-08-14,2013-09-30,20,FALSE
"738","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","OXON RAY",35954,1,"SP",57001,16198,"SP5700116198",457001,216198,"GB106039030090",59,0.3,25.1,2,10,88.33,10,13,7,70,212,,,,1995-01-01,1991-12-11,2001-09-13,13,FALSE
"739","THAMES - WEST","THAMES","RAY (WILTS)","RIVER: Natural/semi-natural flowing fresh watercourse","RAY (WILTS)",35956,1,"SU",12205,87250,"SU1220587250",412205,187250,"GB106039023330",87,1.4,11.14,3,5.7,33.33,22,15,12,52,231,,,,1995-01-01,1990-03-19,2014-10-28,35,FALSE
"740","THAMES - WEST","THAMES","RAY (WILTS)","RIVER: Natural/semi-natural flowing fresh watercourse","RAY (WILTS)",35957,1,"SU",13412,84886,"SU1341284886",413412,184886,"GB106039023320",95,2,7.78,1,2.9,26.67,40,35,13,12,258,,,,1995-01-01,1990-01-05,2019-11-26,31,FALSE
"741","THAMES - WEST","THAMES","RAY (WILTS)","RIVER: Natural/semi-natural flowing fresh watercourse","RAY (WILTS)",35958,1,"SU",11910,92619,"SU1191092619",411910,192619,"GB106039023330",77,0.5,19.36,3,7.8,120,0,2,3,95,224,,,,1995-01-01,1990-03-19,2013-04-30,22,FALSE
"742","THAMES - WEST","THAMES","RAY (WILTS)","RIVER: Natural/semi-natural flowing fresh watercourse","RAY (WILTS)",35959,1,"SU",11097,89639,"SU1109789639",411097,189639,"GB106039023330",0,1.2,15.49,3,7,20,5,35,40,20,224,,,,2013-02-01,1990-06-13,2014-09-30,3,FALSE
"743","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","REDHILL BROOK",35960,1,"TQ",29800,48900,"TQ2980048900",529800,148900,"GB106039017590",65,2.6,9.92,1,,,,,,,192,,,,2012-10-04,1990-07-30,2012-05-29,2,FALSE
"744","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","REDHILL BROOK",35961,1,"TQ",30500,47950,"TQ3050047950",530500,147950,"GB106039017590",62,2.1,10.02,2,3.2,31.67,5,43,43,8,210,,,,1995-01-01,1989-11-16,2012-05-29,17,FALSE
"745","THAMES - WEST","THAMES","WINDRUSH","DITCH: Artificial channel used primarily for land drainage","RISSINGTON DITCH",35962,1,"SP",18606,17018,"SP1860617018",418606,217018,"GB106039030440",119,2.4,3.3,1,1.1,11.67,10,63,15,12,193,,,,1995-01-01,1990-11-19,2004-09-08,12,FALSE
"746","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","OG",35965,1,"SU",19475,69594,"SU1947569594",419475,169594,"GB106039023180",125,2,10.26,1,7.3,25,13,58,20,8,242,,,,1995-01-01,1989-03-23,2019-10-17,46,FALSE
"747","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON (OLD)",35966,1,"SU",78150,74650,"SU7815074650",478150,174650,"GB106039023160",36,0.4,40.834,6,8.6,41.67,5,62,25,8,168,,,,1995-01-01,1995-04-26,2014-09-17,29,FALSE
"748","THAMES - WEST","THAMES","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","PANG",35969,1,"SU",63472,76238,"SU6347276238",463472,176238,"GB106039023300",43,1.7,30.01,3,6.9,52.67,2,26,17,55,221,,,,1995-01-01,1989-03-17,2012-05-31,41,FALSE
"749","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","PETTYS BROOK",35972,1,"SU",65856,55699,"SU6585655699",465856,155699,"GB106039017080",68,2.9,1.1,1,,,,,,,,,,,,2000-02-03,2000-02-03,1,FALSE
"750","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","OXON RAY",35975,1,"SP",52744,13917,"SP5274413917",452744,213917,"GB106039030090",58,0.3,27.5,3,16,66.67,2,8,8,82,220,,,,1995-01-01,1990-04-17,2022-09-30,29,FALSE
"751","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","NORTHFIELD BROOK",35976,1,"SP",53388,1886,"SP5338801886",453388,201886,"GB106039030180",57,1,6.72,1,5.3,53.33,0,36,40,23,246,,,,1995-01-01,1990-04-19,2018-11-14,30,FALSE
"752","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","OAKHANGER STREAM",35977,1,"SU",76850,35470,"SU7685035470",476850,135470,"GB106039017710",79,3.3,4.606,1,2,25,10,30,15,45,61.1,,,,1995-01-01,1990-05-21,2020-10-22,23,FALSE
"753","THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","OCK",35980,1,"SU",47994,96224,"SU4799496224",447994,196224,"GB106039023430",57,1,34.81,3,8.5,85,5,25,33,37,264,,,,1995-01-01,1990-04-19,2004-11-16,18,FALSE
"754","THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","OCK",35982,1,"SU",45584,95510,"SU4558495510",445584,195510,"GB106039023430",55,0.6,31.87,2,5,45.7,3,60,24,13,260,,,,2013-02-01,1999-05-26,2013-09-03,6,FALSE
"755","THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","OCK",35983,1,"SU",39982,95603,"SU3998295603",439982,195603,"GB106039023430",60,1.2,20.96,2,5,66,5,23,37,35,265,,,,1995-01-01,1990-04-10,2013-10-31,26,FALSE
"756","THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","OCK",35984,1,"SU",34302,92663,"SU3430292663",434302,192663,"GB106039023400",69,0.8,14.92,1,3.4,37.33,6,14,13,67,262,,,,1995-01-01,1995-05-26,2013-10-31,13,FALSE
"757","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","OCKHAM MILL STREAM",35986,1,"TQ",5620,57980,"TQ0562057980",505620,157980,"GB106039017630",20,0.7,2.236,1,5.5,44.33,8,30,43,18,116,,,,1995-01-01,1990-08-29,2004-11-10,14,FALSE
